Code,Year,Name,Add_1,Add_2,Kind,Staple_food,Dong_name,Number
3150000,2015,신선설농탕(화곡역점),"서울특별시 강서구 화곡로 148, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동  1074번지 0호  1층,한식,설농탕,화곡제1동,226931600
3150000,2015,뉴꽃향기,"서울특별시 강서구 화곡로 142, 3층 301호 (화곡동, 1동 메가박스)",서울특별시 강서구 화곡동  1073번지 10호  외 12필지 메가박스 (지상 3층)-301,한식,샤브샤브,화곡제1동,231440501
3150000,2015,신선설농탕,"서울특별시 강서구 공항대로 323, 2~3층 (등촌동, 신선설농탕 발산점)",서울특별시 강서구 등촌동  668번지 11호  신선설농탕 발산점 (지상 2~3층),한식,설농탕,등촌제3동,236647100
3150000,2015,낙원(樂源),"서울특별시 강서구 방화대로 94, 1층 (외발산동, 1동 메이필드호텔)",서울특별시 강서구 외발산동  426번지 1호  메이필드호텔 (지상 1층),한식,갈비,발산제1동,226609010
3150000,2015,궁중전골,"서울특별시 강서구 마곡중앙5로 81, 3층 309호 (마곡동, 방화 1동 에스비타운)",서울특별시 강서구 마곡동  739번지 3호  에스비타운 (지상 3층)-309,한식,궁중모듬전골,방화제1동,260958220
3150000,2015,샤브향 신방화점,"서울특별시 강서구 마곡중앙5로 81, 3층 301~302호 (마곡동, 방화 1동 에스비타운)",서울특별시 강서구 마곡동  739번지 3호  에스비타운 (지상 3층) 301~302호,한식,샤브샤브,방화제1동,226653533
3150000,2015,백제원 등촌점,"서울특별시 강서구 공항대로 367, 3층 (등촌동, 3동 백제원도쿄오백년장어)",서울특별시 강서구 등촌동  661번지 12호  백제원도쿄오백년장어 (지상 3층),한식,갈비찜,등촌제3동,226684114
3150000,2015,맹순이꽃게 아구전문점,"서울특별시 강서구 공항대로 272, 2층 (내발산동, 1동)",서울특별시 강서구 내발산동  644번지 2호  (지상 2층),한식,"꽃게찜, 아구찜",발산제1동,236616570
3150000,2015,맛남굼터,"서울특별시 강서구 강서로45가길 10, 2층 (화곡동, 3동)",서울특별시 강서구 화곡동  1007번지 4호  (지상2층),한식,숙성삼겹살,화곡제3동,226996692
3150000,2015,(주)디와이매니지먼트 마이페스트,"서울특별시 강서구 강서로56길 44, 2~4층 (등촌동, 3동)",서울특별시 강서구 등촌동  671번지 1호  (지상 2~4층),경양식,"스테이크, 파스타",등촌제3동,260848800
3150000,2015,엉터리생고기 신방화역점,"서울특별시 강서구 마곡중앙5로 81, 3층 308호 (마곡동, 방화 1동 에스비타운)",서울특별시 강서구 마곡동  739번지 3호  에스비타운 (지상 3층)-308,한식,소한마리,방화제1동,226663374
3150000,2015,왕뼈감자탕,"서울특별시 강서구 곰달래로 215-1, 1층 (화곡동, 2동)",서울특별시 강서구 화곡동  835번지 3호  (지상 1층),한식,감자탕,화곡제2동,226595359
3150000,2008,신의주순대와쭈꾸미,"서울특별시 강서구 화곡로68길 47, 1층 105~106호 (등촌동, 1동 트라비하우스)",서울특별시 강서구 등촌동  628번지 18호 106 외2필지 트라비하우스 (지상 1층)-105,기타,순대국,등촌제1동,226583969
3150000,2015,어부의 딸(본점),"서울특별시 강서구 공항대로46길 97, (화곡동)",서울특별시 강서구 화곡동  1118번지 3호  ,한식,쭈꾸미구이,화곡제6동,226082357
3150000,2008,씨제이푸드빌(주) 푸드온에어 김포공항점,"서울특별시 강서구 하늘길 112, 1층 (공항동, 김포공항국내선)",서울특별시 강서구 공항동  1373번지 0호  김포공항국내선 (지상 1층) 동편,패스트푸드,정식,공항동,226612631
